Date,Global_active_power,Sub_metering_3
2007-03-02,4029.721999999996,17834.0
2007-03-03,819.1220000000008,4597.0
2007-03-04,1642.819999999997,7637.0
2007-03-05,1090.2379999999994,7836.0
2007-03-06,2108.0259999999994,8334.0
2007-03-07,1059.9119999999991,4695.0
2007-03-08,1063.364000000001,9139.0
2007-03-09,1038.9219999999996,5323.0
2007-03-10,1280.453999999998,3692.0
2007-03-11,492.5499999999992,1936.0
2007-03-12,1762.06,10428.0
2007-03-13,1290.1440000000034,5323.0
2007-03-14,1793.3639999999998,8607.0
2007-03-15,1884.8140000000012,11036.0
2007-03-16,1702.053999999999,5370.0
2007-03-17,2028.090000000002,12275.0
2007-03-18,2371.045999999996,5856.0
2007-03-19,2152.5179999999987,14118.0
2007-03-20,2086.2279999999996,11255.0
2007-03-21,2142.092000000001,12335.0
2007-03-22,1454.9779999999998,10462.0
2007-03-23,1309.008,8369.0
2007-03-24,2968.430000000003,16382.0
2007-03-25,3336.1240000000016,9358.0
2007-03-26,1416.0819999999994,9096.0
2007-03-27,1105.1399999999999,3697.0
2007-03-28,2333.8980000000015,13888.0
2007-03-29,1590.405999999999,10724.0
2007-03-30,1402.3939999999977,8217.0
2007-03-31,3509.510000000001,17682.0
2007-04-01,3259.4119999999907,10896.0
2007-04-02,3595.9400000000023,14472.0
2007-04-03,2090.700000000001,9408.0
2007-04-04,2051.867999999997,14748.0
2007-04-05,998.1280000000025,3990.0
2007-04-06,911.6179999999988,4533.0
2007-04-07,1003.4100000000022,5632.0
2007-04-08,1144.9899999999977,7966.0
2007-04-09,1584.9440000000009,9821.0
2007-04-10,1518.457999999999,9710.0
2007-04-11,1485.685999999998,7068.0
2007-04-12,2067.6360000000022,8561.0
2007-04-13,551.0220000000013,1988.0
2007-04-14,554.2680000000017,2008.0
2007-04-15,726.1640000000002,2893.0
2007-04-16,952.3899999999998,4656.0
2007-04-17,1223.7340000000017,6199.0
2007-04-18,998.2460000000004,3430.0
2007-04-19,1028.6580000000035,5748.0
2007-04-20,822.5799999999998,3499.0
2007-04-21,1673.6559999999981,11129.0
2007-04-22,2233.714000000001,11102.0
2007-04-23,1054.5659999999993,6005.0
2007-04-24,1032.0999999999995,6680.0
2007-04-25,1264.1619999999994,8812.0
2007-04-26,1275.4660000000006,7163.0
2007-04-27,1094.3319999999985,4756.0
2007-04-28,22.738000000000003,0.0
2007-04-29,0.0,0.0
2007-04-30,420.82199999999995,1131.0
2007-05-01,2713.3639999999928,7602.0
2007-05-02,1645.2799999999997,7849.0
2007-05-03,2660.332000000001,10026.0
2007-05-04,1844.078,10523.0
2007-05-05,1563.052000000002,11303.0
2007-05-06,1458.8920000000016,6448.0
2007-05-07,1057.2899999999977,3973.0
2007-05-08,787.0979999999959,6647.0
2007-05-09,1236.5720000000028,6705.0
2007-05-10,1394.0919999999992,9425.0
2007-05-11,1500.5920000000015,6583.0
2007-05-12,2153.1199999999985,10919.0
2007-05-13,1634.7379999999973,8958.0
2007-05-14,1467.7820000000015,5517.0
2007-05-15,904.3919999999999,5318.0
2007-05-16,1692.9439999999995,9077.0
2007-05-17,1231.8159999999982,7687.0
2007-05-18,1631.5299999999977,8116.0
2007-05-19,1429.4419999999977,7022.0
2007-05-20,1968.327999999999,7611.0
2007-05-21,1120.0620000000017,9060.0
2007-05-22,1132.8519999999992,3984.0
2007-05-23,1464.936000000004,8119.0
2007-05-24,1154.3880000000015,4746.0
2007-05-25,1614.2199999999975,6539.0
2007-05-26,1512.247999999999,8628.0
2007-05-27,2153.807999999997,10444.0
2007-05-28,1637.4680000000008,9586.0
2007-05-29,1061.339999999998,4332.0
2007-05-30,1609.8659999999998,7804.0
2007-05-31,938.5500000000006,3552.0
2007-06-01,1508.3779999999997,5678.0
2007-06-02,1273.4800000000005,4517.0
2007-06-03,1246.4999999999977,4700.0
2007-06-04,1601.1400000000006,9166.0
2007-06-05,2102.1040000000007,10095.0
2007-06-06,1693.6379999999965,11663.0
2007-06-07,1069.5239999999988,4005.0
2007-06-08,1089.7199999999991,7985.0
2007-06-09,901.4740000000015,3461.0
2007-06-10,1756.2400000000016,9666.0
2007-06-11,2082.3780000000024,10690.0
2007-06-12,2487.9340000000007,11908.0
2007-06-13,927.2720000000005,5216.0
2007-06-14,1259.0839999999998,7054.0
2007-06-15,989.6040000000004,4547.0
2007-06-16,2017.7620000000002,11108.0
2007-06-17,1947.0900000000022,8734.0
2007-06-18,678.4740000000023,4241.0
2007-06-19,842.359999999999,4357.0
2007-06-20,1074.2860000000035,5106.0
2007-06-21,806.945999999999,3711.0
2007-06-22,566.2939999999991,3482.0
2007-06-23,477.5660000000013,2402.0
2007-06-24,714.6559999999973,3449.0
2007-06-25,1072.2019999999993,4816.0
2007-06-26,944.9079999999974,5231.0
2007-06-27,1480.8259999999977,7270.0
2007-06-28,1295.4379999999987,9541.0
2007-06-29,1304.1979999999992,6797.0
2007-06-30,1335.3139999999985,8376.0
2007-07-01,2447.620000000002,12810.0
2007-07-02,2328.018000000001,11986.0
2007-07-03,2375.2060000000024,15513.0
2007-07-04,1553.9239999999988,5923.0
2007-07-05,1643.6640000000007,9433.0
2007-07-06,985.0020000000013,3959.0
2007-07-07,1358.205999999999,10177.0
2007-07-08,1483.580000000001,9042.0
2007-07-09,1336.4959999999962,9388.0
2007-07-10,2106.1139999999973,10886.0
2007-07-11,1844.7580000000034,6374.0
2007-07-12,1769.0160000000005,10263.0
2007-07-13,794.382000000002,4427.0
2007-07-14,1288.1699999999992,6604.0
2007-07-15,917.0239999999989,5585.0
2007-07-16,853.6739999999998,4176.0
2007-07-17,719.6320000000031,3335.0
2007-07-18,757.0820000000015,4628.0
2007-07-19,677.886000000001,3130.0
2007-07-20,1110.4220000000007,4765.0
2007-07-21,1060.2480000000014,7756.0
2007-07-22,1375.7740000000003,5563.0
2007-07-23,991.0179999999997,3847.0
2007-07-24,825.2840000000006,5599.0
2007-07-25,472.5600000000039,2333.0
2007-07-26,924.5000000000014,4346.0
2007-07-27,1202.5139999999994,7157.0
2007-07-28,1621.8620000000014,6559.0
2007-07-29,321.11600000000084,1288.0
2007-07-30,466.81599999999764,2528.0
2007-07-31,812.3319999999987,3575.0
2007-08-01,2241.3599999999974,17547.0
2007-08-02,1801.4140000000002,10157.0
2007-08-03,1572.1319999999964,6655.0
2007-08-04,1608.8159999999975,3545.0
2007-08-05,1789.2920000000001,8777.0
2007-08-06,2148.0459999999994,11380.0
2007-08-07,1089.0800000000013,5277.0
2007-08-08,1125.4819999999938,9660.0
2007-08-09,1469.7520000000002,9164.0
2007-08-10,1095.2419999999993,5082.0
2007-08-11,1501.0599999999988,6500.0
2007-08-12,2213.403999999997,12283.0
2007-08-13,1153.0119999999995,11101.0
2007-08-14,941.1900000000009,6256.0
2007-08-15,1191.859999999991,9787.0
2007-08-16,958.4959999999928,7476.0
2007-08-17,1009.8920000000085,7769.0
2007-08-18,347.96000000000004,1830.0
2007-08-19,1422.2940000000008,5989.0
2007-08-20,1338.8420000000008,7383.0
2007-08-21,642.5560000000022,3296.0
2007-08-22,1209.8080000000039,7241.0
2007-08-23,1112.3119999999992,5342.0
2007-08-24,1656.2139999999977,9944.0
2007-08-25,1150.879999999998,5678.0
2007-08-26,1314.9059999999993,5658.0
2007-08-27,1211.7299999999987,6344.0
2007-08-28,997.0039999999987,5483.0
2007-08-29,747.9920000000014,4932.0
2007-08-30,1202.4580000000033,4221.0
2007-08-31,1279.8219999999967,8738.0
2007-09-01,1869.053999999999,9790.0
2007-09-02,1620.198000000001,9770.0
2007-09-03,1272.6119999999996,8631.0
2007-09-04,1000.9200000000026,3801.0
2007-09-05,1665.7359999999992,9474.0
2007-09-06,1059.814,6590.0
2007-09-07,1180.1579999999994,9386.0
2007-09-08,1071.6800000000017,6646.0
2007-09-09,1679.5020000000018,9233.0
2007-09-10,1687.857999999999,9290.0
2007-09-11,2171.226000000007,15375.0
2007-09-12,2274.5840000000044,8728.0
2007-09-13,1146.3820000000028,3853.0
2007-09-14,1135.4699999999998,5804.0
2007-09-15,1095.3120000000013,6464.0
2007-09-16,1652.2240000000006,9310.0
2007-09-17,1461.1859999999983,6279.0
2007-09-18,1167.5200000000007,5425.0
2007-09-19,1298.6839999999993,7937.0
2007-09-20,1255.5319999999954,9996.0
2007-09-21,1238.7800000000002,6316.0
2007-09-22,1176.1719999999993,7688.0
2007-09-23,1417.969999999998,7382.0
2007-09-24,1354.5300000000018,7955.0
2007-09-25,1764.3420000000006,9820.0
2007-09-26,1822.264,5661.0
2007-09-27,1392.5999999999988,7324.0
2007-09-28,1680.498000000002,9952.0
2007-09-29,2296.5219999999968,8190.0
2007-09-30,1516.2900000000002,10225.0
2007-10-01,2154.799999999996,11012.0
2007-10-02,2829.3279999999995,14405.0
2007-10-03,2484.712000000008,10979.0
2007-10-04,777.3640000000003,2572.0
2007-10-05,707.8840000000004,3261.0
2007-10-06,1340.812,5983.0
2007-10-07,908.3239999999973,4631.0
2007-10-08,1028.0100000000011,8287.0
2007-10-09,1117.3760000000038,5613.0
2007-10-10,1166.9719999999984,3345.0
2007-10-11,2611.599999999998,13767.0
2007-10-12,1758.754000000002,8281.0
2007-10-13,1926.7280000000007,8463.0
2007-10-14,2061.252000000001,7126.0
2007-10-15,1266.3300000000022,7654.0
2007-10-16,1964.4420000000023,9876.0
2007-10-17,1576.93,8968.0
2007-10-18,1518.5299999999997,9864.0
2007-10-19,2085.6479999999983,11648.0
2007-10-20,1660.2459999999983,13225.0
2007-10-21,1941.9399999999991,7313.0
2007-10-22,1652.8960000000038,13027.0
2007-10-23,1954.6479999999997,10680.0
2007-10-24,1865.6360000000009,9115.0
2007-10-25,1853.9179999999997,7385.0
2007-10-26,1437.5680000000016,5766.0
2007-10-27,1785.6879999999956,8949.0
2007-10-28,512.1579999999983,1765.0
2007-10-29,545.4279999999983,2749.0
2007-10-30,811.0079999999958,4256.0
2007-10-31,1283.2100000000023,8915.0
2007-11-01,2255.1940000000004,12415.0
2007-11-02,3571.2279999999987,13114.0
2007-11-03,3480.636000000001,9500.0
2007-11-04,887.4820000000022,6421.0
2007-11-05,979.1539999999999,6471.0
2007-11-06,794.6539999999994,5328.0
2007-11-07,722.351999999995,5284.0
2007-11-08,1091.6500000000049,10339.0
2007-11-09,983.5720000000005,5792.0
2007-11-10,1732.4460000000001,7806.0
2007-11-11,1887.1240000000005,6024.0
2007-11-12,2305.1039999999957,12740.0
2007-11-13,2214.398000000004,11076.0
2007-11-14,2047.9939999999986,16345.0
2007-11-15,1491.9879999999982,7503.0
2007-11-16,2309.7539999999995,13564.0
2007-11-17,2610.0939999999946,14990.0
2007-11-18,2183.858000000002,7066.0
2007-11-19,1723.6540000000018,10750.0
2007-11-20,2095.8559999999957,11026.0
2007-11-21,1751.8359999999984,9455.0
2007-11-22,1932.3780000000038,9001.0
2007-11-23,2522.6179999999963,13685.0
2007-11-24,1899.0540000000028,13451.0
2007-11-25,1395.598000000001,5678.0
2007-11-26,1569.716000000001,8926.0
2007-11-27,2801.011999999998,15111.0
2007-11-28,1644.9400000000014,7810.0
2007-11-29,1719.2300000000005,8818.0
2007-11-30,2331.728000000006,13601.0
2007-12-01,1461.2960000000023,8276.0
2007-12-02,1877.6100000000004,11517.0
2007-12-03,1950.6680000000008,12353.0
2007-12-04,537.7060000000009,1818.0
2007-12-05,1441.5659999999966,10408.0
2007-12-06,918.7659999999988,3898.0
2007-12-07,1069.5819999999999,6419.0
2007-12-08,1241.9040000000043,8582.0
2007-12-09,1287.764,7755.0
2007-12-10,1914.504,11659.0
2007-12-11,2156.1459999999975,13281.0
2007-12-12,1588.0620000000004,7759.0
2007-12-13,1847.7459999999999,8911.0
2007-12-14,1974.808,12941.0
2007-12-15,2736.8759999999957,14313.0
2007-12-16,2762.2179999999903,12929.0
2007-12-17,1797.0660000000018,10567.0
2007-12-18,2623.1940000000036,11093.0
2007-12-19,2196.052000000001,11679.0
2007-12-20,1949.7579999999994,13592.0
2007-12-21,1982.5760000000032,12251.0
2007-12-22,2611.2639999999988,12673.0
2007-12-23,2409.047999999999,11962.0
2007-12-24,2257.8479999999995,14350.0
2007-12-25,2694.968,9084.0
2007-12-26,2580.279999999999,9480.0
2007-12-27,2532.1979999999985,7960.0
2007-12-28,3113.0519999999947,15823.0
2007-12-29,3298.955999999997,14906.0
2007-12-30,2558.9159999999965,13485.0
2007-12-31,2216.542,14071.0
2008-01-01,2759.7380000000026,12355.0
2008-01-02,1534.6520000000023,7241.0
2008-01-03,1141.8759999999986,2724.0
2008-01-04,2129.0519999999938,14515.0
2008-01-05,576.0140000000008,2586.0
2008-01-06,1848.8759999999997,11307.0
2008-01-07,1215.2399999999998,8390.0
2008-01-08,739.5760000000024,5091.0
2008-01-09,1247.51,10183.0
2008-01-10,1872.3639999999975,10808.0
2008-01-11,830.4979999999969,1939.0
2008-01-12,1616.5380000000057,9013.0
2008-01-13,2881.656000000004,9362.0
2008-01-14,2024.931999999999,9738.0
2008-01-15,2686.912000000004,14512.0
2008-01-16,2135.852000000003,9391.0
2008-01-17,1572.2820000000024,8657.0
2008-01-18,2186.9880000000016,14983.0
2008-01-19,1980.3060000000005,8015.0
2008-01-20,1740.3679999999995,4940.0
2008-01-21,1858.9980000000005,10447.0
2008-01-22,2325.0180000000005,7552.0
2008-01-23,1882.3080000000025,13359.0
2008-01-24,1645.021999999998,5935.0
2008-01-25,2239.8559999999993,11409.0
2008-01-26,2834.9880000000003,15606.0
2008-01-27,2381.7659999999987,7367.0
2008-01-28,2308.1959999999985,12792.0
2008-01-29,2676.0239999999953,11077.0
2008-01-30,1640.646000000002,7261.0
2008-01-31,1953.9219999999964,9437.0
2008-02-01,1644.1059999999995,8987.0
2008-02-02,2936.033999999999,15188.0
2008-02-03,1162.226000000002,2565.0
2008-02-04,1691.6720000000005,7989.0
2008-02-05,1497.7680000000014,8687.0
2008-02-06,1074.011999999999,6341.0
2008-02-07,1147.201999999999,7002.0
2008-02-08,505.7760000000007,3803.0
2008-02-09,1384.1539999999984,6648.0
2008-02-10,1345.341999999998,9060.0
2008-02-11,910.6139999999996,2824.0
2008-02-12,1793.4440000000018,11343.0
2008-02-13,1900.4979999999969,7568.0
2008-02-14,1604.6219999999978,9299.0
2008-02-15,2005.2080000000012,13417.0
2008-02-16,2346.9479999999944,11599.0
2008-02-17,1933.3679999999981,6049.0
2008-02-18,1514.4039999999973,10345.0
2008-02-19,2126.915999999996,11200.0
2008-02-20,2253.790000000001,7704.0
2008-02-21,1633.85,8523.0
2008-02-22,1732.5640000000012,10101.0
2008-02-23,1833.97,10040.0
2008-02-24,1263.0079999999984,11447.0
2008-02-25,504.4879999999994,1856.0
2008-02-26,507.11999999999915,2013.0
2008-02-27,566.7200000000004,2969.0
2008-02-28,509.1840000000001,2028.0
2008-02-29,1333.3479999999975,8062.0
2008-03-01,1510.1079999999986,6671.0
2008-03-02,2084.5680000000016,8452.0
2008-03-03,1040.55,1755.0
2008-03-04,1128.7559999999987,6901.0
2008-03-05,1289.600000000001,6535.0
2008-03-06,1597.816000000002,9265.0
2008-03-07,1098.3600000000001,7410.0
2008-03-08,504.78199999999975,3926.0
2008-03-09,1388.4860000000006,10213.0
2008-03-10,1612.5800000000004,9432.0
2008-03-11,847.5999999999987,1892.0
2008-03-12,1755.163999999998,9664.0
2008-03-13,1675.5140000000015,5464.0
2008-03-14,2210.219999999995,14476.0
2008-03-15,1576.3000000000009,5910.0
2008-03-16,1801.959999999999,11286.0
2008-03-17,1706.917999999997,9346.0
2008-03-18,1917.5659999999996,12544.0
2008-03-19,1308.4480000000003,6154.0
2008-03-20,1253.274000000001,6670.0
2008-03-21,2066.442,13275.0
2008-03-22,2053.5160000000005,12405.0
2008-03-23,2325.9900000000016,13878.0
2008-03-24,1974.6679999999992,7008.0
2008-03-25,2015.8559999999986,13494.0
2008-03-26,1633.4720000000016,7547.0
2008-03-27,1370.8219999999988,9022.0
2008-03-28,1885.4240000000045,11581.0
2008-03-29,2471.1499999999987,17240.0
2008-03-30,2146.392000000001,9769.0
2008-03-31,1377.5699999999993,9387.0
2008-04-01,2291.851999999999,11752.0
2008-04-02,1628.1379999999997,9531.0
2008-04-03,1668.989999999999,9415.0
2008-04-04,1631.9180000000024,13246.0
2008-04-05,1470.969999999998,5464.0
2008-04-06,1588.9119999999973,6508.0
2008-04-07,942.0200000000041,8302.0
2008-04-08,1125.9199999999998,4410.0
2008-04-09,1225.2200000000018,9408.0
2008-04-10,2100.4960000000015,12573.0
2008-04-11,1562.3159999999998,4106.0
2008-04-12,1738.6379999999986,11314.0
2008-04-13,2232.9860000000017,13007.0
2008-04-14,1589.5819999999999,11197.0
2008-04-15,1670.4059999999984,9874.0
2008-04-16,1489.063999999999,11322.0
2008-04-17,1395.8620000000012,8638.0
2008-04-18,1862.3899999999999,10921.0
2008-04-19,2253.7099999999996,14722.0
2008-04-20,1791.4179999999976,10401.0
2008-04-21,1164.1559999999981,6788.0
2008-04-22,1627.6760000000017,10603.0
2008-04-23,1357.3279999999995,8406.0
2008-04-24,1043.7720000000031,5296.0
2008-04-25,1267.7339999999974,9400.0
2008-04-26,903.1659999999988,3586.0
2008-04-27,1008.2399999999998,5488.0
2008-04-28,659.0520000000026,2786.0
2008-04-29,1972.616000000002,10481.0
2008-04-30,1101.7260000000033,6653.0
2008-05-01,2183.248,14591.0
2008-05-02,2472.4559999999988,13717.0
2008-05-03,2037.2079999999985,5529.0
2008-05-04,1970.7620000000027,13644.0
2008-05-05,1366.9320000000012,10197.0
2008-05-06,1120.0779999999997,8781.0
2008-05-07,1469.088,8365.0
2008-05-08,827.1180000000012,7118.0
2008-05-09,873.9600000000015,6943.0
2008-05-10,1549.9500000000012,6071.0
2008-05-11,3134.9299999999976,8362.0
2008-05-12,2058.618000000001,9852.0
2008-05-13,1476.8939999999977,8370.0
2008-05-14,1584.2620000000004,9716.0
2008-05-15,1162.7679999999993,6820.0
2008-05-16,1648.0299999999997,8955.0
2008-05-17,1657.4539999999997,12472.0
2008-05-18,1803.957999999999,8626.0
2008-05-19,1030.2619999999974,7503.0
2008-05-20,1581.3340000000037,11977.0
2008-05-21,1324.1119999999978,9251.0
2008-05-22,976.8679999999974,6475.0
2008-05-23,1484.916,14734.0
2008-05-24,1580.1759999999983,12833.0
2008-05-25,2048.5039999999995,6016.0
2008-05-26,1289.7099999999991,9284.0
2008-05-27,1708.6999999999978,11478.0
2008-05-28,1114.3719999999998,6709.0
2008-05-29,1135.0760000000018,8703.0
2008-05-30,1397.2440000000022,11298.0
2008-05-31,1641.4700000000012,11858.0
2008-06-01,1825.1839999999975,7824.0
2008-06-02,1669.539999999998,8428.0
2008-06-03,2503.2079999999987,6965.0
2008-06-04,1696.3179999999998,7552.0
2008-06-05,1789.979999999999,12200.0
2008-06-06,1217.713999999999,7871.0
2008-06-07,1805.0639999999985,7536.0
2008-06-08,326.11199999999985,2215.0
2008-06-09,1868.5740000000008,13400.0
2008-06-10,1423.7820000000058,9562.0
2008-06-11,1588.4380000000003,6734.0
2008-06-12,2523.835999999993,9048.0
2008-06-13,1874.2800000000009,10531.0
2008-06-14,1384.9199999999992,10681.0
2008-06-15,2289.102000000001,11589.0
2008-06-16,1303.0439999999994,10012.0
2008-06-17,1145.0840000000014,10094.0
2008-06-18,1893.6079999999997,12687.0
2008-06-19,1588.0819999999985,10911.0
2008-06-20,1676.1040000000035,12417.0
2008-06-21,1734.254000000001,12828.0
2008-06-22,1566.4159999999977,10652.0
2008-06-23,1251.7960000000019,10124.0
2008-06-24,1754.451999999995,14271.0
2008-06-25,1261.7700000000002,9402.0
2008-06-26,1056.019999999999,8971.0
2008-06-27,1755.1519999999982,10163.0
2008-06-28,1208.8000000000009,7932.0
2008-06-29,749.3520000000003,3896.0
2008-06-30,804.1960000000016,6819.0
2008-07-01,1695.8140000000008,10294.0
2008-07-02,1518.309999999997,8089.0
2008-07-03,1862.956,9033.0
2008-07-04,1538.838,9466.0
2008-07-05,1176.264,6649.0
2008-07-06,1882.4839999999988,14593.0
2008-07-07,983.3899999999995,7149.0
2008-07-08,334.88399999999905,2357.0
2008-07-09,1372.6560000000006,5976.0
2008-07-10,1726.5679999999968,9476.0
2008-07-11,1619.1840000000007,10421.0
2008-07-12,2466.7400000000025,13627.0
2008-07-13,1253.7540000000029,7056.0
2008-07-14,1137.9260000000006,6436.0
2008-07-15,1155.8600000000015,8585.0
2008-07-16,1077.0619999999992,4978.0
2008-07-17,1319.1219999999987,8280.0
2008-07-18,1261.584000000001,9260.0
2008-07-19,1344.0139999999988,7676.0
2008-07-20,941.5339999999991,5457.0
2008-07-21,1156.4779999999987,9189.0
2008-07-22,740.2420000000017,4886.0
2008-07-23,942.6300000000007,6325.0
2008-07-24,1093.4499999999973,8344.0
2008-07-25,865.5340000000033,6731.0
2008-07-26,815.6839999999994,6243.0
2008-07-27,1147.395999999996,8385.0
2008-07-28,825.803999999998,5963.0
2008-07-29,1166.5579999999989,5802.0
2008-07-30,1299.9080000000015,6278.0
2008-07-31,1392.638000000001,7588.0
2008-08-01,2043.550000000001,9793.0
2008-08-02,1950.5639999999983,9563.0
2008-08-03,2248.6600000000035,8435.0
2008-08-04,2657.516,17519.0
2008-08-05,2116.6980000000035,12717.0
2008-08-06,1542.322000000002,9732.0
2008-08-07,1126.2139999999997,7592.0
2008-08-08,302.1999999999999,1980.0
2008-08-09,1309.3240000000017,9559.0
2008-08-10,1860.5759999999975,11650.0
2008-08-11,1733.1380000000004,6069.0
2008-08-12,1868.6359999999981,13256.0
2008-08-13,282.58399999999926,1789.0
2008-08-14,270.25800000000106,1641.0
2008-08-15,273.6539999999994,1691.0
2008-08-16,274.8139999999988,1688.0
2008-08-17,274.7960000000003,1710.0
2008-08-18,273.75800000000004,1719.0
2008-08-19,274.6920000000006,1697.0
2008-08-20,268.4719999999991,1626.0
2008-08-21,261.29799999999983,1577.0
2008-08-22,267.124,1614.0
2008-08-23,254.64199999999857,1485.0
2008-08-24,254.7160000000003,1523.0
2008-08-25,250.29799999999958,1436.0
2008-08-26,257.56399999999815,1533.0
2008-08-27,258.1139999999998,1539.0
2008-08-28,268.24599999999947,1631.0
2008-08-29,267.58800000000036,1599.0
2008-08-30,270.42400000000106,1619.0
2008-08-31,1500.6140000000019,12117.0
2008-09-01,1788.4400000000012,8963.0
2008-09-02,2102.2760000000007,10293.0
2008-09-03,1560.4579999999987,4155.0
2008-09-04,1218.8520000000003,9003.0
2008-09-05,1747.272000000004,11904.0
2008-09-06,1325.6980000000017,7921.0
2008-09-07,919.3180000000001,7352.0
2008-09-08,358.92399999999833,1902.0
2008-09-09,1159.6540000000023,7728.0
2008-09-10,1983.6820000000014,11652.0
2008-09-11,2578.537999999999,14348.0
2008-09-12,2003.1439999999996,12886.0
2008-09-13,1631.4360000000017,11807.0
2008-09-14,1576.326000000001,6538.0
2008-09-15,1697.7079999999992,10322.0
2008-09-16,1221.8620000000008,8249.0
2008-09-17,1519.2099999999998,9371.0
2008-09-18,1505.2900000000002,7991.0
2008-09-19,1518.8459999999982,12367.0
2008-09-20,1304.5999999999988,12477.0
2008-09-21,1533.0700000000004,8347.0
2008-09-22,1358.5639999999999,10227.0
2008-09-23,1232.7879999999982,7920.0
2008-09-24,1718.350000000002,10548.0
2008-09-25,1131.219999999999,8485.0
2008-09-26,1431.4500000000007,10890.0
2008-09-27,2127.4459999999976,12688.0
2008-09-28,1731.1039999999978,11242.0
2008-09-29,1501.738000000001,10677.0
2008-09-30,1375.0060000000008,7415.0
2008-10-01,1894.076000000001,9992.0
2008-10-02,2184.713999999999,10128.0
2008-10-03,1618.6860000000008,8660.0
2008-10-04,1477.746,6527.0
2008-10-05,1909.128000000001,11714.0
2008-10-06,1067.089999999997,8992.0
2008-10-07,1251.2759999999998,8186.0
2008-10-08,352.03200000000083,1905.0
2008-10-09,1300.7640000000001,10281.0
2008-10-10,1518.338000000001,12046.0
2008-10-11,2091.8799999999983,10285.0
2008-10-12,2111.0200000000013,10889.0
2008-10-13,1461.975999999999,9483.0
2008-10-14,1609.0560000000005,9939.0
2008-10-15,2156.8959999999993,9984.0
2008-10-16,1583.6800000000012,8438.0
2008-10-17,1866.8860000000022,9639.0
2008-10-18,2239.1900000000014,12146.0
2008-10-19,1971.9339999999995,4600.0
2008-10-20,1667.5539999999987,10475.0
2008-10-21,2063.7160000000044,11331.0
2008-10-22,1646.0100000000039,8487.0
2008-10-23,1830.494000000001,10587.0
2008-10-24,2133.225999999999,10284.0
2008-10-25,1523.1560000000009,13433.0
2008-10-26,523.4919999999988,2013.0
2008-10-27,523.8919999999997,1967.0
2008-10-28,1327.2899999999975,5090.0
